,ip,nb_www,phish_hints,nb_hyperlinks,domain_in_title,domain_age,google_index,page_rank,digit_ratio_url,digit_ratio_hostname
808,0,0,0,17,1,-1,1,0,0.0,0.0
10259,0,0,0,0,1,2837,1,2,0.0,0.0
7289,0,0,0,4,1,4081,1,0,0.02040816326530612,0.02040816326530612
2145,0,1,0,105,1,8051,0,4,0.0,0.0
7714,0,0,0,246,1,-1,1,4,0.0,0.0
3001,0,1,0,57,1,3403,1,5,0.0,0.0
10014,0,1,0,33,1,5974,0,3,0.0,0.0
9468,0,0,0,765,0,6338,0,5,0.0,0.0
1424,0,0,0,0,1,3208,0,2,0.0,0.0
10341,1,0,0,22,1,243,1,0,0.7702702702702703,0.7702702702702703
6478,0,0,0,103,1,7062,1,1,0.0,0.0
2070,0,1,0,3822,1,3468,0,6,0.08450704225352113,0.08450704225352113
979,1,0,0,214,1,6056,0,8,0.08333333333333333,0.08333333333333333
7674,0,0,0,27,1,9171,0,5,0.07692307692307693,0.07692307692307693
7886,0,1,0,76,1,3873,0,2,0.0,0.0
131,0,1,0,98,0,-1,0,3,0.0,0.0
558,0,0,0,11,1,-1,1,9,0.15789473684210525,0.15789473684210525
515,0,0,1,0,1,2961,1,1,0.16923076923076924,0.16923076923076924
3493,0,0,0,0,1,797,0,2,0.0,0.0
3206,0,0,0,1637,1,584,0,2,0.0,0.0
3798,0,1,0,72,0,6954,0,4,0.0,0.0
6318,0,1,0,175,1,5908,0,5,0.023255813953488372,0.023255813953488372
5226,0,0,0,542,0,6430,0,5,0.0,0.0
10240,0,1,0,14,1,-1,0,1,0.0,0.0
5459,1,1,0,4,1,4004,1,0,0.17796610169491525,0.17796610169491525
3700,0,1,0,34,0,9237,0,5,0.0,0.0
9097,0,1,0,133,0,7610,0,4,0.0,0.0
10249,0,1,0,107,0,9076,0,4,0.0,0.0
2284,0,0,0,174,1,4057,0,5,0.06451612903225806,0.06451612903225806
5610,0,0,0,127,1,723,0,0,0.0,0.0
1006,0,0,0,46,1,12713,0,6,0.0,0.0
10626,0,1,1,96,1,5133,0,7,0.024390243902439025,0.024390243902439025
1336,0,0,0,0,1,1111,1,0,0.0,0.0
3407,0,0,1,13,1,4382,1,3,0.0,0.0
1063,0,0,0,209,1,7298,0,5,0.0,0.0
8501,0,0,0,15,1,670,1,0,0.0,0.0
9412,0,0,0,0,1,396,1,0,0.0,0.0
3643,0,1,0,132,0,2742,0,4,0.0,0.0
4578,0,1,0,585,0,9105,0,7,0.0,0.0
4377,0,1,3,3,1,2364,1,2,0.0,0.0
7527,0,1,0,54,1,2305,1,4,0.0,0.0
4278,0,1,0,42,1,7477,0,0,0.0,0.0
11153,0,0,0,106,0,6430,0,5,0.0,0.0
1612,0,0,0,303,1,7447,0,8,0.0,0.0
8258,0,0,0,139,1,-1,0,2,0.0,0.0
8023,0,1,0,23,0,2346,0,1,0.0,0.0
3742,0,1,0,103,1,6831,1,0,0.03508771929824561,0.03508771929824561
7915,0,0,0,54,0,2452,0,4,0.0,0.0
2620,1,0,0,10,1,12848,0,6,0.23529411764705882,0.23529411764705882
6178,0,1,0,43,1,-1,0,1,0.0,0.0
7936,0,0,2,135,1,5138,1,4,0.0,0.0
3531,1,0,0,31,0,1016,1,2,0.2839506172839506,0.2839506172839506
9069,1,1,0,44,1,940,1,0,0.35185185185185186,0.35185185185185186
9576,0,0,0,28,1,1493,0,2,0.0,0.0
10942,0,1,0,91,1,5584,0,5,0.0,0.0
7554,0,1,0,188,0,6655,0,4,0.0,0.0
4046,1,0,0,30,1,5767,1,2,0.3508771929824561,0.3508771929824561
10962,0,0,0,12,1,5160,0,8,0.0,0.0
4058,0,0,0,0,1,5375,1,0,0.11538461538461539,0.11538461538461539
7481,1,0,0,51,1,3992,1,0,0.16363636363636364,0.16363636363636364
5700,1,0,3,88,1,2047,1,0,0.24096385542168675,0.24096385542168675
649,0,0,0,19,1,5613,1,5,0.06666666666666667,0.06666666666666667
8725,1,0,2,164,1,5669,1,0,0.5547445255474452,0.5547445255474452
8642,0,0,0,63,1,2332,1,0,0.019230769230769232,0.019230769230769232
10695,0,1,1,2,1,7397,1,3,0.009345794392523364,0.009345794392523364
7771,0,1,0,78,1,2332,0,2,0.0,0.0
3337,0,0,0,18,1,3829,0,3,0.07894736842105263,0.07894736842105263
4799,0,0,0,5,1,7296,1,5,0.0,0.0
871,0,0,0,44,1,5158,0,8,0.0,0.0
2590,0,1,0,105,1,7370,1,5,0.0,0.0
10287,0,0,0,117,0,2799,0,3,0.0,0.0
8304,0,1,0,158,0,10605,1,6,0.1,0.1
718,0,1,0,19,0,-1,0,3,0.0,0.0
1730,0,0,0,81,1,7716,0,3,0.0,0.0
5378,0,1,0,122,0,3366,0,5,0.0,0.0
3027,0,1,0,118,1,-1,0,2,0.0,0.0
7470,0,0,0,3,1,-1,1,0,0.0,0.0
3170,0,0,0,182,1,7131,0,7,0.1111111111111111,0.1111111111111111
3089,0,0,0,164,1,5669,1,0,0.0,0.0
5106,0,0,0,9,1,1454,1,0,0.0,0.0
10060,0,0,0,30,1,-1,0,2,0.0,0.0
3703,0,0,0,0,1,10,1,0,0.0,0.0
4012,0,0,0,11,0,1891,0,5,0.0,0.0
7342,0,0,0,0,1,667,1,0,0.2,0.2
8313,0,1,0,416,0,6316,0,6,0.09615384615384616,0.09615384615384616
3113,0,0,0,267,1,12471,0,5,0.0,0.0
4305,0,0,1,41,1,1899,0,1,0.05,0.05
9148,0,0,0,14,1,7295,1,5,0.0,0.0
4909,0,1,0,298,0,8759,0,6,0.07317073170731707,0.07317073170731707
4165,0,0,0,11,1,6752,1,4,0.06474820143884892,0.06474820143884892
991,0,1,0,0,1,43,0,0,0.0,0.0
7737,0,1,0,170,1,6931,0,3,0.0,0.0
6197,0,1,0,184,0,7542,0,3,0.0,0.0
1216,1,1,1,31,1,-1,1,0,0.62,0.62
8746,0,0,0,8,0,1338,1,6,0.22857142857142856,0.22857142857142856
3632,0,0,0,33,1,-2,0,2,0.25806451612903225,0.25806451612903225
4976,1,0,1,12,0,736,1,2,0.8712871287128713,0.8712871287128713
10982,0,0,0,0,1,5302,1,0,0.14634146341463414,0.14634146341463414
6779,0,0,0,429,1,-1,0,5,0.08571428571428572,0.08571428571428572
2129,0,1,0,97,1,4558,0,4,0.0,0.0
1734,0,0,0,14,1,7295,1,5,0.0,0.0
4402,0,0,0,358,0,7134,0,7,0.0,0.0
2659,1,0,2,22,1,2300,1,2,0.2222222222222222,0.2222222222222222
3469,0,1,2,5,1,-1,1,0,0.0,0.0
1356,0,0,1,4,1,3318,1,0,0.07272727272727272,0.07272727272727272
258,0,0,0,0,1,-1,1,6,0.13636363636363635,0.13636363636363635
7655,1,0,0,180,1,5797,0,7,0.18518518518518517,0.18518518518518517
10156,0,1,0,129,0,7476,0,7,0.024390243902439025,0.024390243902439025
5902,0,0,1,0,1,1561,0,0,0.0,0.0
10824,0,1,0,22,1,149,1,0,0.0,0.0
1422,1,1,3,10,0,531,1,0,0.29107981220657275,0.29107981220657275
10672,0,1,0,23,1,5675,0,4,0.0,0.0
7143,0,1,0,141,1,1340,0,2,0.0,0.0
8339,0,0,1,16,0,7717,0,4,0.0,0.0
6295,0,0,0,47,1,1276,1,1,0.02857142857142857,0.02857142857142857
5694,0,1,5,0,1,4193,1,2,0.0,0.0
1078,0,0,0,13,1,7295,1,5,0.030303030303030304,0.030303030303030304
4594,0,2,3,32,1,4425,1,2,0.0,0.0
5336,0,0,0,10,1,7295,1,5,0.02857142857142857,0.02857142857142857
9418,0,0,4,36,1,3538,1,2,0.0,0.0
63,0,1,0,54,1,3561,0,4,0.0,0.0
2077,0,0,0,3,1,5,1,0,0.0,0.0
2943,0,0,1,22,1,5614,1,5,0.01818181818181818,0.01818181818181818
7516,0,0,0,60,1,7297,1,5,0.0,0.0
10893,0,1,2,76,1,6006,1,0,0.0,0.0
6144,0,1,0,135,1,4106,0,5,0.0,0.0
5015,0,0,0,33,1,1934,1,4,0.0,0.0
9462,0,0,0,4,1,0,1,0,0.06060606060606061,0.06060606060606061
706,0,1,0,35,1,4097,0,4,0.07058823529411765,0.07058823529411765
8438,0,0,0,1,0,8345,1,10,0.03508771929824561,0.03508771929824561
8555,0,1,0,203,1,6900,0,5,0.0,0.0
1720,1,1,1,177,0,9206,0,6,0.10526315789473684,0.10526315789473684
9825,0,1,0,716,1,1703,0,1,0.0,0.0
3274,0,0,4,0,0,3674,0,0,0.0,0.0
3901,0,1,0,139,1,9104,0,5,0.0,0.0
3410,0,1,1,12,1,3689,1,2,0.0,0.0
4548,0,1,0,10,1,-1,1,0,0.04477611940298507,0.04477611940298507
7389,0,1,0,145,0,9202,0,6,0.0,0.0
2082,0,1,0,55,0,8822,0,4,0.0,0.0
4897,0,1,0,116,1,8812,1,5,0.0,0.0
10247,0,1,3,51,0,3436,1,4,0.0,0.0
9999,0,0,0,45,1,2041,1,3,0.012658227848101266,0.012658227848101266
5674,0,1,0,148,1,9882,0,6,0.203125,0.203125
5284,0,1,0,24,1,6708,0,4,0.0,0.0
1382,0,0,0,14,1,7295,1,5,0.0,0.0
5567,0,0,0,10,0,8348,1,10,0.0967741935483871,0.0967741935483871
2265,1,0,0,51,1,3993,1,0,0.23076923076923078,0.23076923076923078
7741,0,0,0,44,1,-1,1,4,0.05555555555555555,0.05555555555555555
10505,0,1,0,92,1,4280,0,1,0.0,0.0
1305,0,1,0,15,1,5522,0,3,0.0,0.0
10439,0,1,0,77,0,346,1,0,0.0,0.0
1383,0,0,2,139,1,-1,1,0,0.0,0.0
8293,0,1,0,49,1,4200,0,4,0.0,0.0
8674,0,1,0,198,1,6895,0,4,0.0,0.0
7255,0,0,0,449,0,-1,0,2,0.0,0.0
4449,0,1,0,121,1,1297,0,0,0.0,0.0
8326,0,0,0,10,1,-1,1,5,0.2631578947368421,0.2631578947368421
4244,0,0,0,15,1,6342,1,7,0.0,0.0
4461,0,0,0,37,0,-1,1,6,0.16666666666666666,0.16666666666666666
2554,0,1,0,33,0,-1,0,4,0.0,0.0
9265,1,0,3,88,1,2047,1,0,0.2,0.2
8565,0,0,0,44,1,7298,0,5,0.0,0.0
4047,0,1,0,111,0,8519,0,10,0.0,0.0
4445,0,1,0,0,1,11271,0,5,0.03508771929824561,0.03508771929824561
30,0,1,0,95,0,1170,0,4,0.0,0.0
163,0,1,0,0,1,1785,1,2,0.0,0.0
6330,0,0,0,1,1,899,1,0,0.0,0.0
9956,1,1,1,44,1,7709,1,5,0.19794344473007713,0.19794344473007713
6558,0,1,0,3,0,-1,0,2,0.0,0.0
6422,0,1,0,67,1,3044,1,2,0.0,0.0
9736,0,1,0,4,1,184,1,0,0.23076923076923078,0.23076923076923078
8316,0,0,0,3,1,5455,0,2,0.0,0.0
1804,1,0,0,51,1,3993,1,0,0.22115384615384615,0.22115384615384615
311,0,0,0,37,1,5904,0,4,0.07407407407407407,0.07407407407407407
8255,0,0,0,136,0,7131,0,7,0.0,0.0
9988,1,0,0,51,1,3993,1,0,0.2549019607843137,0.2549019607843137
8126,0,0,0,0,1,-1,1,0,0.0,0.0
4458,0,1,0,33,1,2105,0,0,0.0,0.0
9526,0,1,0,55,0,5636,0,10,0.09803921568627451,0.09803921568627451
10706,0,0,0,38,1,-1,0,4,0.0,0.0
11374,0,1,0,33,1,7422,0,5,0.0,0.0
675,0,1,0,0,1,3519,1,2,0.03225806451612903,0.03225806451612903
7417,1,1,4,4,1,2618,1,0,0.14492753623188406,0.14492753623188406
1370,0,0,0,28,1,7142,1,1,0.09375,0.09375
10616,1,1,3,4,1,2618,1,0,0.12643678160919541,0.12643678160919541
10513,1,1,3,88,1,2046,1,0,0.23255813953488372,0.23255813953488372
477,0,1,1,0,1,8705,0,4,0.0,0.0
3718,0,0,0,16,1,6079,1,5,0.0,0.0
574,0,0,0,38,1,625,0,0,0.0,0.0
2794,0,0,0,23,1,2316,1,0,0.0625,0.0625
5516,0,1,0,235,1,-1,0,4,0.0,0.0
4878,0,1,0,35,0,1314,0,3,0.0,0.0
3959,1,1,0,0,1,-1,1,0,0.4528301886792453,0.4528301886792453
3918,0,1,0,65,1,1770,0,3,0.0,0.0
1665,0,1,0,151,0,5961,0,6,0.0,0.0
5570,0,0,0,57,1,-1,0,3,0.0,0.0
6837,0,0,0,14,1,7295,1,5,0.18518518518518517,0.18518518518518517
2787,0,0,1,21,1,3583,1,0,0.06779661016949153,0.06779661016949153
4028,0,1,0,219,1,6257,0,6,0.0,0.0
9901,0,0,2,0,1,786,1,0,0.08,0.08
6283,0,1,0,137,1,6681,0,5,0.0,0.0
8762,0,0,0,4,1,7192,1,2,0.0,0.0
11032,0,1,0,0,1,812,1,0,0.034482758620689655,0.034482758620689655
3140,0,1,0,99,1,7188,0,4,0.0,0.0
6017,0,1,0,72,0,2705,0,2,0.0,0.0
11019,0,1,0,79,1,-1,0,5,0.0,0.0
9629,0,0,0,156,1,7251,1,1,0.0,0.0
3989,0,1,0,87,0,9328,0,6,0.0,0.0
5723,0,1,0,53,0,5637,0,10,0.07692307692307693,0.07692307692307693
8002,0,1,0,0,1,534,1,1,0.02127659574468085,0.02127659574468085
8601,1,0,3,1,1,658,1,0,0.25287356321839083,0.25287356321839083
394,0,0,2,34,1,2357,0,2,0.02857142857142857,0.02857142857142857
437,0,1,0,48,1,2736,1,0,0.0,0.0
2261,0,1,0,77,1,2025,0,4,0.0,0.0
1902,0,0,0,22,1,2835,1,2,0.0,0.0
5794,0,0,0,6,1,8922,1,3,0.0,0.0
2606,1,0,0,51,1,3993,1,0,0.2549019607843137,0.2549019607843137
7367,0,0,0,2,1,1079,0,6,0.015625,0.015625
10814,1,0,3,18,1,2061,1,2,0.14705882352941177,0.14705882352941177
6312,0,1,0,84,1,2308,0,2,0.0,0.0
10650,0,0,0,14,1,7296,1,5,0.0,0.0
2531,0,0,0,497,1,2746,0,2,0.0,0.0
3397,0,0,0,0,1,-1,1,5,0.14388489208633093,0.14388489208633093
7748,0,0,0,51,0,3108,0,3,0.011904761904761904,0.011904761904761904
6696,1,0,0,0,1,2362,1,1,0.22875816993464052,0.22875816993464052
8471,0,0,0,4,1,5159,1,8,0.0,0.0
4958,0,0,0,1,1,2301,1,3,0.0,0.0
6107,0,0,0,428,1,284,1,0,0.0,0.0
6034,0,0,0,14,1,7295,1,5,0.10344827586206896,0.10344827586206896
6970,0,0,0,13,1,-1,1,0,0.0,0.0
591,0,0,0,23,1,36,1,0,0.0,0.0
4818,0,0,0,24,1,6381,1,3,0.12903225806451613,0.12903225806451613
228,0,1,0,24,1,-1,0,2,0.0,0.0
9214,0,1,1,74,1,-1,0,6,0.0,0.0
10677,0,0,0,125,1,-1,1,2,0.0,0.0
3676,0,1,0,6,1,8915,1,5,0.02564102564102564,0.02564102564102564
4867,0,0,0,33,1,7296,1,5,0.13043478260869565,0.13043478260869565
9552,0,1,0,119,1,1800,1,1,0.0,0.0
1610,0,1,0,177,1,5447,1,4,0.0,0.0
9721,0,0,0,56,1,2132,1,4,0.038461538461538464,0.038461538461538464
3459,0,0,0,32,1,1341,0,0,0.024390243902439025,0.024390243902439025
10770,0,1,0,87,0,4250,0,4,0.0,0.0
2677,0,1,0,28,0,3276,0,4,0.0,0.0
2848,1,0,2,20,1,2370,1,0,0.18604651162790697,0.18604651162790697
5133,0,0,0,14,1,7295,1,5,0.0,0.0
8680,0,1,0,45,1,7030,0,2,0.0,0.0
767,0,0,1,7,0,3013,1,4,0.05555555555555555,0.05555555555555555
9215,0,1,0,210,1,6673,0,5,0.0,0.0
3315,0,1,0,51,0,6129,0,3,0.0,0.0
8778,0,0,0,0,1,1350,1,6,0.03571428571428571,0.03571428571428571
10368,0,1,0,34,1,6969,0,4,0.0,0.0
7348,1,1,1,31,1,-1,1,0,0.4864864864864865,0.4864864864864865
592,0,0,0,30,1,2899,0,4,0.0,0.0
7228,0,0,5,15,1,-1,1,0,0.0,0.0
8811,0,0,1,13,0,6170,1,3,0.2727272727272727,0.2727272727272727
7842,0,0,3,19,1,685,1,0,0.0,0.0
3399,0,0,0,88,1,7615,0,5,0.0,0.0
5560,0,0,0,73,1,-1,0,5,0.0,0.0
6440,0,0,0,798,0,7133,0,7,0.0,0.0
9995,0,1,0,31,0,8930,0,5,0.0,0.0
5433,0,1,0,1,1,8944,0,5,0.0,0.0
11002,0,1,0,98,1,1825,0,0,0.0,0.0
9092,1,0,1,10,1,3297,1,1,0.19298245614035087,0.19298245614035087
2462,0,1,0,48,0,9369,0,6,0.047619047619047616,0.047619047619047616
5598,0,1,0,247,1,2018,0,5,0.09523809523809523,0.09523809523809523
1671,0,1,0,262,1,6259,0,6,0.0,0.0
3549,0,0,0,30,1,2375,0,5,0.0,0.0
1030,0,0,0,11,0,1614,1,1,0.0,0.0
9673,0,1,0,110,0,-1,0,4,0.0,0.0
5870,0,1,0,108,0,-1,0,2,0.0,0.0
907,0,0,0,239,0,7134,0,7,0.0,0.0
9749,1,0,0,8,1,-1,1,0,0.5384615384615384,0.5384615384615384
801,0,0,0,0,1,4979,1,2,0.0,0.0
5549,0,1,0,62,0,5892,0,10,0.0,0.0
1244,0,0,0,22,1,3583,0,2,0.0,0.0
5663,0,0,0,118,1,4057,0,5,0.1111111111111111,0.1111111111111111
7197,0,1,0,73,1,5350,0,5,0.0,0.0
10787,0,1,0,187,1,3724,0,2,0.0,0.0
6995,0,0,0,0,1,-1,1,0,0.0,0.0
2300,0,1,0,80,1,5714,0,2,0.0,0.0
8644,0,1,0,23,1,3157,0,5,0.0,0.0
3504,0,0,0,14,1,462,0,2,0.06666666666666667,0.06666666666666667
3530,0,2,0,26,1,2101,1,2,0.0,0.0
8001,0,1,0,110,1,50,0,3,0.0,0.0
8174,0,1,0,147,1,4642,0,6,0.0,0.0
1413,1,1,0,87,0,5694,1,6,0.20588235294117646,0.20588235294117646
72,0,1,0,212,0,9394,0,6,0.0,0.0
7522,1,0,0,18,1,5627,1,5,0.3469387755102041,0.3469387755102041
7048,0,1,0,163,1,3924,0,3,0.09433962264150944,0.09433962264150944
5751,0,0,0,3148,0,7133,0,7,0.08695652173913043,0.08695652173913043
5372,0,0,0,22,1,36,1,0,0.0,0.0
445,0,0,1,81,1,14,0,0,0.06862745098039216,0.06862745098039216
729,0,0,0,28,1,5924,0,2,0.1,0.1
8094,0,0,0,119,0,8516,1,10,0.0,0.0
3673,0,1,0,0,0,1876,0,3,0.0,0.0
9128,1,0,3,53,0,6608,1,2,0.12037037037037036,0.12037037037037036
2223,1,1,2,23,1,4284,1,1,0.1111111111111111,0.1111111111111111
3484,0,0,0,0,1,2837,1,2,0.0,0.0
3697,0,0,0,1,1,7087,1,3,0.02702702702702703,0.02702702702702703
10070,0,0,4,10,1,3047,1,1,0.0,0.0
5737,0,0,0,8,1,-1,1,7,0.05263157894736842,0.05263157894736842
7716,0,1,1,92,1,3952,0,4,0.0,0.0
3034,0,0,0,63,1,7795,0,5,0.0,0.0
3815,0,1,2,0,1,6302,1,2,0.0,0.0
7252,0,0,0,375,0,7133,1,7,0.0,0.0
685,1,0,1,0,1,5626,1,5,0.13043478260869565,0.13043478260869565
4942,0,1,0,35,0,2144,0,2,0.0,0.0
7742,0,0,0,21,1,5616,1,5,0.1,0.1
507,0,0,0,0,1,3783,1,2,0.15384615384615385,0.15384615384615385
8472,1,0,0,0,1,2362,1,1,0.20114942528735633,0.20114942528735633
6568,0,0,1,147,1,958,1,0,0.0,0.0
4361,1,0,2,17,1,495,1,0,0.22916666666666666,0.22916666666666666
2253,0,0,0,9,1,2238,0,0,0.0,0.0
1325,1,0,0,51,1,3992,1,0,0.17592592592592593,0.17592592592592593
5934,1,0,0,305,1,6056,0,8,0.10606060606060606,0.10606060606060606
11018,0,0,0,0,1,4633,1,0,0.0,0.0
188,0,2,0,0,1,8348,0,10,0.07142857142857142,0.07142857142857142
10875,1,1,4,66,1,5556,1,0,0.07476635514018691,0.07476635514018691
5810,0,0,3,32,1,760,1,0,0.0,0.0
2043,0,0,0,1008,0,7130,0,7,0.0,0.0
6127,1,0,0,18,1,5990,1,4,0.5111111111111111,0.5111111111111111
10825,0,0,0,58,0,7744,0,5,0.0,0.0
11260,0,0,3,0,1,-1,1,0,0.09523809523809523,0.09523809523809523
7556,0,1,0,61,1,3452,1,4,0.0,0.0
10729,0,1,0,981,0,5304,0,5,0.05555555555555555,0.05555555555555555
1431,0,1,0,19,0,-1,0,4,0.0,0.0
7201,1,0,0,4,1,4003,1,0,0.13432835820895522,0.13432835820895522
7063,0,1,0,64,1,1796,0,2,0.0,0.0
10813,0,1,0,62,0,8658,0,4,0.0,0.0
10745,0,0,0,6,0,7412,1,2,0.0,0.0
1021,0,1,1,37,1,7650,0,6,0.0,0.0
4074,0,0,0,600,0,7133,0,7,0.0,0.0
9795,0,1,0,10,1,-1,1,0,0.0,0.0
1346,0,1,0,537,0,5456,0,5,0.0,0.0
2513,0,1,4,6,1,4609,1,3,0.0,0.0
6598,0,1,0,0,1,-1,1,0,0.0,0.0
6956,0,0,0,422,1,6070,0,5,0.0,0.0
8307,0,0,0,159,0,7134,0,7,0.0,0.0
6100,1,0,0,30,1,5756,1,2,0.42592592592592593,0.42592592592592593
513,0,0,0,112,1,3433,0,2,0.0,0.0
1160,0,1,0,98,0,5621,1,5,0.0,0.0
10797,0,0,0,18,0,819,0,4,0.0,0.0
7237,0,1,0,172,0,5948,0,4,0.0,0.0
8370,0,0,0,11,1,3733,0,4,0.0,0.0
2583,0,0,2,22,1,5615,1,5,0.07462686567164178,0.07462686567164178
7968,0,1,0,43,1,7339,0,5,0.0,0.0
7335,1,0,0,77,1,507,1,0,0.675,0.675
1450,1,0,0,51,1,3992,1,0,0.13432835820895522,0.13432835820895522
5442,0,1,0,91,1,3695,0,4,0.0,0.0
6193,0,0,0,1326,0,4812,0,2,0.0,0.0
3495,0,0,0,185,0,-1,0,3,0.0,0.0
7009,0,1,0,340,1,4711,0,4,0.0,0.0
9260,0,1,0,36,0,3375,0,4,0.017857142857142856,0.017857142857142856
5292,0,0,0,44,1,1546,1,2,0.08823529411764706,0.08823529411764706
11022,0,0,0,60,1,3297,1,1,0.0,0.0
2916,0,0,0,217,1,7156,1,3,0.13513513513513514,0.13513513513513514
4039,1,0,2,21,1,5615,1,5,0.21568627450980393,0.21568627450980393
7908,0,0,0,16,0,-1,1,0,0.13333333333333333,0.13333333333333333
3884,0,0,0,25,1,7491,0,10,0.0,0.0
8179,0,0,0,52,0,7816,0,7,0.0,0.0
2868,0,1,0,112,0,5622,1,5,0.0,0.0
2020,0,0,1,10,1,-1,1,2,0.02564102564102564,0.02564102564102564
9590,0,1,0,234,1,6304,0,3,0.0,0.0
9715,0,0,0,8,0,1338,1,6,0.14285714285714285,0.14285714285714285
9113,0,0,1,10,1,1744,1,0,0.0,0.0
11262,0,1,0,144,1,591,1,2,0.0,0.0
4983,0,1,0,117,0,9205,0,6,0.0,0.0
1938,0,0,0,22,0,711,0,2,0.0,0.0
8575,0,1,0,118,0,9174,0,7,0.0,0.0
4969,0,1,0,51,1,2305,1,4,0.0,0.0
6245,1,0,0,158,0,12210,0,8,0.17307692307692307,0.17307692307692307
3174,1,0,0,0,1,5233,1,3,0.46,0.46
9023,0,0,0,8,1,1953,1,3,0.023809523809523808,0.023809523809523808
3054,0,0,0,55,1,3442,0,6,0.0,0.0
2352,0,1,0,645,1,-1,0,2,0.0,0.0
3965,0,0,0,36,0,-1,0,2,0.0,0.0
4880,1,0,0,0,1,-1,1,0,0.46153846153846156,0.46153846153846156
5974,0,1,0,200,0,8833,0,5,0.0,0.0
5200,0,0,0,28,1,6382,1,3,0.02127659574468085,0.02127659574468085
7824,0,1,0,161,0,-1,0,4,0.0,0.0
5019,1,0,1,4,1,2031,1,0,1.0263157894736843,1.0263157894736843
6287,0,1,2,0,1,3747,0,2,0.0,0.0
10171,0,0,0,6,1,4507,1,1,0.0,0.0
10585,0,0,3,22,1,5615,1,5,0.05263157894736842,0.05263157894736842
3452,0,1,0,96,0,7866,0,2,0.0,0.0
6377,0,0,1,1,1,4757,1,0,0.0,0.0
5543,0,1,0,184,1,7587,0,5,0.0,0.0
2966,0,0,1,143,1,1899,0,1,0.0,0.0
5436,0,1,0,64,1,-1,0,5,0.0,0.0
3668,0,0,0,12,1,1736,1,0,0.0,0.0
10829,1,0,0,9,1,962,1,2,0.21875,0.21875
947,0,1,0,52,1,5250,1,3,0.0,0.0
5137,0,1,0,73,1,-1,0,2,0.0,0.0
5883,0,1,0,40,1,-1,0,5,0.0,0.0
9803,0,1,3,0,1,767,1,2,0.0,0.0
11209,0,1,3,54,1,2385,1,4,0.0,0.0
7409,0,0,0,40,1,-1,1,0,0.0,0.0
11226,0,1,0,43,0,8443,1,5,0.0,0.0
1024,0,0,0,4,1,2139,1,7,0.041666666666666664,0.041666666666666664
2000,0,1,0,39,1,1270,0,3,0.0,0.0
6512,0,1,0,1219,0,5763,0,3,0.0,0.0
6067,0,0,0,29,1,7297,0,5,0.0,0.0
3556,0,1,0,33,0,5904,1,6,0.0,0.0
3244,0,1,0,443,0,8488,0,5,0.0,0.0
7819,0,1,0,451,1,4789,0,3,0.0,0.0
10817,0,0,0,25,1,12710,0,6,0.0,0.0
8144,1,0,0,0,1,5984,1,3,0.2702702702702703,0.2702702702702703
1570,0,1,0,17,0,7485,0,4,0.1,0.1
10444,0,0,0,23,1,5778,0,4,0.2222222222222222,0.2222222222222222
2622,0,0,0,0,1,1,1,0,0.0,0.0
5785,1,0,0,0,1,1784,1,0,0.18867924528301888,0.18867924528301888
3247,0,0,0,16,1,7295,1,5,0.0,0.0
5689,0,1,0,159,1,6044,0,4,0.0,0.0
1945,0,1,0,187,0,9283,0,7,0.13043478260869565,0.13043478260869565
1466,0,1,0,0,1,195,1,1,0.0,0.0
9651,1,0,0,0,1,5616,1,5,0.32075471698113206,0.32075471698113206
5776,0,0,1,47,1,-1,1,1,0.0,0.0
4486,0,0,0,5,1,3175,0,0,0.0,0.0
5778,0,1,0,1,1,3133,1,4,0.047619047619047616,0.047619047619047616
2604,0,1,0,119,0,4920,0,5,0.0,0.0
6755,0,1,0,0,1,962,1,1,0.043478260869565216,0.043478260869565216
8317,0,0,0,12,1,-1,1,2,0.0,0.0
4320,1,0,0,9,1,7765,0,5,0.047619047619047616,0.047619047619047616
267,0,0,0,898,0,7129,0,7,0.0,0.0
2109,0,0,0,233,1,7447,0,8,0.02857142857142857,0.02857142857142857
1100,0,1,0,240,0,7836,1,6,0.0392156862745098,0.0392156862745098
7039,0,1,0,41,1,3295,0,4,0.0,0.0
9700,1,0,0,51,1,3992,1,0,0.1651376146788991,0.1651376146788991
1611,0,0,1,123,1,10182,0,5,0.0,0.0
10762,0,0,0,0,1,-1,1,0,0.0,0.0
10764,0,1,0,370,1,7494,0,5,0.0,0.0
10529,0,0,0,131,0,7130,0,7,0.0,0.0
3974,0,1,0,227,0,5938,0,4,0.0,0.0
3398,0,0,1,22,1,5627,1,5,0.04285714285714286,0.04285714285714286
5905,1,0,0,30,1,5767,1,2,0.4,0.4
4629,0,0,1,90,1,-1,0,4,0.0,0.0
488,1,0,0,54,0,134,1,2,0.18556701030927836,0.18556701030927836
1328,1,1,0,30,1,5767,1,2,0.265625,0.265625
8559,0,1,0,8,0,1172,0,2,0.0,0.0
3838,0,0,2,0,1,4397,1,2,0.011494252873563218,0.011494252873563218
7670,1,0,0,51,1,1669,1,0,0.5301204819277109,0.5301204819277109
5386,0,0,0,22,1,5614,1,5,0.04838709677419355,0.04838709677419355
4453,0,0,0,14,1,7309,1,5,0.0,0.0
2755,0,0,0,23,1,264,1,0,0.11538461538461539,0.11538461538461539
7207,0,1,0,54,1,2305,1,4,0.0,0.0
